Customer_ID,Frequency,Recency,Monetary,AOV,PF,ProfitMargin,CLTV,CLTV_Segment,Churn_Prob,Revenue_Risk,Preferred_Hour,Preferred_Weekday
12483.0,11,298,2635.6,239.6,0.0369127516778523,0.1,322.81677852349,B,1.0,322.81677852349,9,2
12484.0,6,197,1828.43,304.73833333333334,0.0304568527918781,0.1,338.77002538071065,B,1.0,338.77002538071065,16,2
12490.0,11,360,4405.71,400.5190909090909,0.0305555555555555,0.1,446.6900416666667,B,1.0,446.6900416666667,14,1
12494.0,3,210,626.77,208.9233333333333,0.0142857142857142,0.1,108.93859523809522,D,1.0,108.93859523809522,13,2
12497.0,2,244,5205.400000000001,2602.7000000000003,0.0081967213114754,0.1,778.6766393442625,A,0.99,770.88987295082,12,3
12500.0,8,238,1697.39,212.17375,0.0336134453781512,0.1,260.314012605042,C,1.0,260.314012605042,9,3
12504.0,2,179,297.0,148.5,0.0111731843575419,0.1,60.561452513966486,D,1.0,60.561452513966486,10,3
12510.0,7,276,4195.45,599.35,0.0253623188405797,0.1,554.833061594203,B,1.0,554.833061594203,13,4
12516.0,2,168,1336.56,668.28,0.0119047619047619,0.1,290.38357142857143,C,1.0,290.38357142857143,14,0
12523.0,12,357,2582.38,215.19833333333327,0.0336134453781512,0.1,264.02484593837534,C,1.0,264.02484593837534,12,3
12524.0,9,280,6640.39,737.8211111111111,0.0321428571428571,0.1,865.6222678571429,A,1.0,865.6222678571429,11,0
12525.0,3,149,973.73,324.57666666666665,0.0201342281879194,0.1,238.5311744966443,C,1.0,238.5311744966443,14,1
12527.0,2,34,386.8,193.4,0.0588235294117647,0.1,415.2411764705883,B,0.0,0.0,15,0
12530.0,5,227,2096.98,419.396,0.0220264317180616,0.1,337.17960352422915,B,1.0,337.17960352422915,14,0
12533.0,2,110,1367.89,683.945,0.0181818181818181,0.1,453.8907727272728,B,0.99,449.3518650000001,11,1
12539.0,3,265,5646.400000000001,1882.1333333333328,0.0113207547169811,0.1,777.7116981132076,A,1.0,777.7116981132076,13,2
12540.0,16,353,8854.25,553.390625,0.0453257790368272,0.1,915.524433427762,A,1.0,915.524433427762,12,2
12542.0,2,156,481.88,240.94,0.0128205128205128,0.1,112.74756410256413,D,1.0,112.74756410256413,16,1
12549.0,6,121,1575.68,262.61333333333334,0.0495867768595041,0.1,475.30842975206616,B,1.0,475.30842975206616,12,0
12553.0,2,37,916.47,458.235,0.054054054054054,0.1,904.0852702702704,A,0.0,0.0,13,1
12557.0,4,351,6725.18,1681.295,0.0113960113960113,0.1,699.34207977208,A,1.0,699.34207977208,10,6
12562.0,2,49,1185.18,592.59,0.0408163265306122,0.1,882.8381632653062,A,0.0,0.0,13,3
12567.0,7,299,4308.58,615.5114285714286,0.0234113712374581,0.1,525.963779264214,B,1.0,525.963779264214,10,6
12573.0,4,83,556.87,139.2175,0.0481927710843373,0.1,244.88861445783127,C,0.0,0.0,13,1
12575.0,2,69,622.8199999999999,311.41,0.0289855072463768,0.1,329.4627536231884,B,0.0,0.0,9,3
12576.0,3,133,826.89,275.63,0.0225563909774436,0.1,226.9284586466165,C,1.0,226.9284586466165,13,3
12577.0,5,354,995.95,199.19,0.0141242937853107,0.1,102.68975988700566,D,1.0,102.68975988700566,12,1
12578.0,2,58,1847.94,923.97,0.0344827586206896,0.1,1162.9277586206897,A,0.01,11.629277586206896,11,2
12582.0,2,155,1469.04,734.52,0.0129032258064516,0.1,345.9352258064516,B,1.0,345.9352258064516,9,1
12583.0,13,359,7166.06,551.2353846153845,0.0362116991643454,0.1,728.5827019498607,A,1.0,728.5827019498607,11,3
12586.0,3,348,1865.73,621.91,0.0086206896551724,0.1,195.68719827586207,C,1.0,195.68719827586207,10,1
12588.0,3,198,743.88,247.96,0.0151515151515151,0.1,137.12939393939396,D,1.0,137.12939393939396,12,4
12589.0,6,267,4048.98,674.83,0.0224719101123595,0.1,553.5122471910113,B,1.0,553.5122471910113,11,3
12591.0,2,18,899.3,449.65,0.1111111111111111,0.1,1823.5805555555555,A,0.0,0.0,10,2
12594.0,5,267,1751.89,350.37800000000004,0.0187265917602996,0.1,239.49058052434464,C,1.0,239.49058052434464,14,1
12598.0,3,185,1511.01,503.67,0.0162162162162162,0.1,298.1181891891892,B,1.0,298.1181891891892,9,0
12599.0,6,196,1264.14,210.69000000000003,0.0306122448979591,0.1,235.41382653061228,C,1.0,235.41382653061228,10,1
12600.0,12,360,2444.88,203.74,0.0333333333333333,0.1,247.88366666666667,C,1.0,247.88366666666667,10,1
12605.0,4,81,1232.95,308.2375,0.0493827160493827,0.1,555.5885802469137,B,0.01,5.555885802469137,14,1
12609.0,6,345,2309.01,384.835,0.017391304347826,0.1,244.28656521739137,C,1.0,244.28656521739137,12,3
12613.0,5,337,3490.69,698.138,0.0148367952522255,0.1,378.0717655786351,B,1.0,378.0717655786351,13,0
12615.0,4,217,3449.79,862.4475,0.0184331797235023,0.1,580.2642165898618,A,1.0,580.2642165898618,14,4
12621.0,16,302,11086.14,692.88375,0.0529801324503311,0.1,1339.8811589403974,A,1.0,1339.8811589403974,12,3
12623.0,6,279,3442.74,573.7900000000001,0.021505376344086,0.1,450.3943010752689,B,1.0,450.3943010752689,11,1
12625.0,2,87,2481.06,1240.53,0.0229885057471264,0.1,1040.9044827586206,A,0.05,52.04522413793103,15,6
12629.0,2,37,1558.22,779.11,0.054054054054054,0.1,1537.1629729729732,A,0.0,0.0,9,4
12631.0,5,237,2841.07,568.214,0.0210970464135021,0.1,437.5487552742617,B,1.0,437.5487552742617,13,2
12632.0,2,44,804.88,402.44,0.0454545454545454,0.1,667.6845454545455,A,0.0,0.0,9,2
12633.0,3,143,3514.18,1171.3933333333332,0.0209790209790209,0.1,896.9760139860139,A,0.97,870.0667335664334,11,4
12634.0,2,12,490.0,245.0,0.1666666666666666,0.1,1490.4166666666663,A,0.0,0.0,15,2
12635.0,2,64,1241.23,620.615,0.03125,0.1,707.8889843750001,A,0.0,0.0,10,3
12637.0,4,165,2318.41,579.6025,0.0242424242424242,0.1,512.8603939393939,B,1.0,512.8603939393939,14,3
12639.0,2,193,826.27,413.135,0.0103626943005181,0.1,156.26349740932645,D,1.0,156.26349740932645,12,4
12643.0,6,225,5005.78,834.2966666666666,0.0266666666666666,0.1,812.0487555555555,A,1.0,812.0487555555555,14,2
12644.0,3,263,1440.58,480.1933333333333,0.0114068441064638,0.1,199.9284030418252,C,1.0,199.9284030418252,13,3
12645.0,4,259,1764.12,441.03,0.0154440154440154,0.1,248.6115057915058,C,1.0,248.6115057915058,10,2
12647.0,27,327,14201.53,525.9825925925926,0.0825688073394495,0.1,1585.1860703363918,A,1.0,1585.1860703363918,11,4
12648.0,3,263,793.95,264.65000000000003,0.0114068441064638,0.1,110.18697718631182,D,1.0,110.18697718631182,10,1
12649.0,5,313,1671.14,334.22799999999995,0.0159744408945686,0.1,194.87734824281148,C,1.0,194.87734824281148,12,1
12651.0,3,86,263.75,87.91666666666667,0.0348837209302325,0.1,111.9404069767442,D,0.02,2.238808139534884,15,4
12656.0,3,137,2356.66,785.5533333333333,0.0218978102189781,0.1,627.8692700729927,A,1.0,627.8692700729927,9,2
12662.0,10,244,3138.24,313.824,0.040983606557377,0.1,469.4498360655738,B,1.0,469.4498360655738,13,3
12663.0,2,43,239.4,119.7,0.0465116279069767,0.1,203.2116279069768,C,0.0,0.0,14,1
12664.0,2,212,1188.16,594.08,0.0094339622641509,0.1,204.565283018868,C,1.0,204.565283018868,10,6
12665.0,2,251,250.6,125.3,0.0079681274900398,0.1,36.44183266932271,D,1.0,36.44183266932271,15,0
12668.0,6,298,7637.53,1272.9216666666666,0.0201342281879194,0.1,935.4692785234898,A,1.0,935.4692785234898,15,6
12670.0,2,280,764.24,382.12,0.0071428571428571,0.1,99.62414285714289,D,1.0,99.62414285714289,10,4
12675.0,2,24,958.5,479.25,0.0833333333333333,0.1,1457.71875,A,0.0,0.0,16,0
12676.0,5,74,1511.7,302.34000000000003,0.0675675675675675,0.1,745.6358108108111,A,0.0,0.0,14,6
12677.0,2,111,395.1,197.55,0.018018018018018,0.1,129.9202702702703,D,1.0,129.9202702702703,14,2
12678.0,9,325,16652.72,1850.3022222222223,0.0276923076923076,0.1,1870.228553846154,A,1.0,1870.228553846154,11,3
12681.0,24,358,17080.74,711.6975000000001,0.0670391061452514,0.1,1741.4720949720672,A,1.0,1741.4720949720672,14,2
12682.0,23,373,11745.69,510.6821739130435,0.0616621983914209,0.1,1149.3771715817695,A,1.0,1149.3771715817695,9,1
12683.0,8,360,4220.21,527.52625,0.0222222222222222,0.1,427.88240277777777,B,1.0,427.88240277777777,15,3
12693.0,3,126,847.11,282.37,0.0238095238095238,0.1,245.39297619047616,C,1.0,245.39297619047616,13,0
12695.0,3,137,825.02,275.00666666666666,0.0218978102189781,0.1,219.804598540146,C,1.0,219.804598540146,13,4
12696.0,2,74,851.91,425.955,0.027027027027027,0.1,420.1988513513514,B,0.0,0.0,10,4
12701.0,4,104,1648.7,412.175,0.0384615384615384,0.1,578.6302884615386,A,0.98,567.0576826923078,13,1
12703.0,3,51,722.98,240.9933333333333,0.0588235294117647,0.1,517.4268627450981,B,0.0,0.0,12,6
12705.0,5,150,4893.81,978.762,0.0333333333333333,0.1,1190.8271,A,1.0,1190.8271,13,3
12708.0,9,353,2601.19,289.0211111111111,0.0254957507082152,0.1,268.9615722379603,C,1.0,268.9615722379603,10,4
12709.0,20,363,21356.82,1067.841,0.0550964187327823,0.1,2147.4488429752064,A,1.0,2147.4488429752064,13,2
12711.0,2,65,1339.05,669.525,0.0307692307692307,0.1,751.928076923077,A,0.0,0.0,11,2
12712.0,10,365,2797.53,279.75300000000004,0.0273972602739726,0.1,279.75300000000004,C,1.0,279.75300000000004,11,4
12714.0,7,347,9384.85,1340.6928571428573,0.0201729106628242,0.1,987.1672190201732,A,1.0,987.1672190201732,10,4
12720.0,6,137,2478.94,413.1566666666667,0.0437956204379562,0.1,660.4475182481754,A,1.0,660.4475182481754,15,2
12721.0,2,86,1356.95,678.475,0.0232558139534883,0.1,575.9148255813955,A,0.0,0.0,11,2
12724.0,3,151,1286.11,428.7033333333333,0.0198675496688741,0.1,310.88089403973515,B,1.0,310.88089403973515,13,1
12725.0,4,213,2266.76,566.69,0.0187793427230046,0.1,388.4353990610329,B,1.0,388.4353990610329,13,1
12726.0,4,237,1405.5,351.375,0.0168776371308016,0.1,216.4588607594937,C,1.0,216.4588607594937,16,0
12727.0,3,212,1698.8300000000002,566.2766666666668,0.0141509433962264,0.1,292.4872405660378,B,1.0,292.4872405660378,9,3
12731.0,5,205,6879.8,1375.96,0.024390243902439,0.1,1224.9400000000005,A,1.0,1224.9400000000005,15,3
12733.0,3,300,2040.92,680.3066666666667,0.01,0.1,248.31193333333337,C,1.0,248.31193333333337,13,1
12734.0,2,17,529.25,264.625,0.1176470588235294,0.1,1136.3308823529412,A,0.0,0.0,11,1
12739.0,2,8,1713.69,856.845,0.25,0.1,7818.710625,A,0.0,0.0,14,2
12741.0,2,3,406.07,203.035,0.6666666666666666,0.1,4940.518333333333,A,0.0,0.0,16,3
12744.0,4,131,4037.77,1009.4425,0.0305343511450381,0.1,1125.0275190839693,A,1.0,1125.0275190839693,10,0
12745.0,3,195,925.41,308.47,0.0153846153846153,0.1,173.21776923076922,C,1.0,173.21776923076922,10,1
12747.0,16,363,5080.53,317.533125,0.0440771349862259,0.1,510.8521900826446,B,1.0,510.8521900826446,15,6
12748.0,144,369,22879.66,158.8865277777778,0.3902439024390244,0.1,2263.164200542006,A,0.98,2217.9009165311654,13,6
12749.0,4,121,2806.48,701.62,0.0330578512396694,0.1,846.5828099173555,A,1.0,846.5828099173555,14,6
12755.0,10,327,5218.709999999999,521.8709999999999,0.0305810397553516,0.1,582.5165596330274,A,1.0,582.5165596330274,9,1
12758.0,5,278,7111.650000000001,1422.3300000000002,0.0179856115107913,0.1,933.723830935252,A,1.0,933.723830935252,14,2
12759.0,5,349,3489.3,697.86,0.0143266475644699,0.1,364.9267908309456,B,1.0,364.9267908309456,10,0
12761.0,2,7,782.95,391.475,0.2857142857142857,0.1,4082.525,A,0.0,0.0,10,2
12765.0,6,169,1404.58,234.09666666666664,0.0355029585798816,0.1,303.3560355029586,B,1.0,303.3560355029586,15,3
12766.0,3,41,3078.65,1026.2166666666667,0.073170731707317,0.1,2740.749390243903,A,0.0,0.0,13,3
12775.0,2,21,300.08,150.04,0.0952380952380952,0.1,521.5676190476191,B,0.0,0.0,14,1
12778.0,3,206,953.45,317.81666666666666,0.0145631067961165,0.1,168.9365291262136,C,1.0,168.9365291262136,9,4
12779.0,7,365,2740.91,391.5585714285714,0.0191780821917808,0.1,274.091,C,1.0,274.091,15,3
12782.0,6,144,2287.32,381.22,0.0416666666666666,0.1,579.7720833333334,A,1.0,579.7720833333334,10,3
12785.0,2,195,788.45,394.225,0.0102564102564102,0.1,147.58166666666668,D,1.0,147.58166666666668,12,1
12788.0,4,65,444.9,111.225,0.0615384615384615,0.1,249.8284615384616,C,0.0,0.0,13,3
12789.0,2,181,181.5,90.75,0.011049723756906,0.1,36.600828729281766,D,1.0,36.600828729281766,12,4
12791.0,6,250,863.51,143.91833333333332,0.024,0.1,126.07246,D,1.0,126.07246,14,4
12793.0,2,30,471.85,235.925,0.0666666666666666,0.1,574.0841666666668,A,0.0,0.0,13,2
12797.0,2,58,552.08,276.04,0.0344827586206896,0.1,347.4296551724138,B,0.0,0.0,12,0
12800.0,3,206,584.25,194.75,0.0145631067961165,0.1,103.52002427184466,D,1.0,103.52002427184466,11,0
12802.0,6,121,1988.84,331.4733333333333,0.0495867768595041,0.1,599.9393388429752,A,0.99,593.9399454545454,9,1
12804.0,2,34,327.02,163.51,0.0588235294117647,0.1,351.0655882352941,B,0.0,0.0,13,1
12805.0,4,293,1434.95,358.7375,0.0136518771331058,0.1,178.75656996587034,C,1.0,178.75656996587034,12,1
12806.0,4,153,2878.96,719.74,0.0261437908496732,0.1,686.8107189542485,A,1.0,686.8107189542485,10,4
12808.0,3,94,422.45,140.81666666666666,0.0319148936170212,0.1,164.03643617021277,C,1.0,164.03643617021277,10,4
12809.0,2,81,1266.63,633.315,0.0246913580246913,0.1,570.7653703703704,A,0.01,5.707653703703705,14,1
12810.0,2,142,534.99,267.495,0.0140845070422535,0.1,137.51503521126762,D,1.0,137.51503521126762,10,2
12811.0,2,48,519.05,259.525,0.0416666666666666,0.1,394.69427083333335,B,0.0,0.0,12,4
12813.0,3,191,1687.8,562.6,0.0157068062827225,0.1,322.5376963350785,B,1.0,322.5376963350785,9,0
12817.0,2,34,524.94,262.47,0.0588235294117647,0.1,563.5385294117648,B,0.0,0.0,8,4
12820.0,7,337,1747.18,249.59714285714287,0.0207715133531157,0.1,189.2346290801187,C,1.0,189.2346290801187,12,1
12823.0,13,284,4742.0,364.7692307692308,0.0457746478873239,0.1,609.4471830985916,A,1.0,609.4471830985916,12,3
12825.0,2,120,518.63,259.315,0.0166666666666666,0.1,157.74995833333332,C,1.0,157.74995833333332,13,1
12826.0,6,356,1481.03,246.8383333333333,0.0168539325842696,0.1,151.84717696629215,D,1.0,151.84717696629215,14,4
12835.0,41,308,6043.31,147.3978048780488,0.1331168831168831,0.1,716.1714772727273,A,1.0,716.1714772727273,11,3
12836.0,11,349,3972.76,361.16,0.0315186246418338,0.1,415.4892263610316,B,1.0,415.4892263610316,16,1
12838.0,9,219,2715.35,301.7055555555555,0.0410958904109589,0.1,452.5583333333332,B,1.0,452.5583333333332,12,2
12839.0,13,365,4480.31,344.6392307692308,0.0356164383561643,0.1,448.03100000000006,B,1.0,448.03100000000006,10,4
12840.0,3,237,1315.2,438.4,0.0126582278481012,0.1,202.55189873417729,C,1.0,202.55189873417729,17,1
12841.0,17,149,3518.33,206.96058823529413,0.1140939597315436,0.1,861.8727852348993,A,1.0,861.8727852348993,10,6
12842.0,2,333,799.0,399.5,0.006006006006006,0.1,87.57807807807808,D,1.0,87.57807807807808,10,6
12843.0,22,344,4886.15,222.09772727272727,0.063953488372093,0.1,518.4432412790699,B,1.0,518.4432412790699,11,6
12844.0,2,151,322.64,161.32,0.0132450331125827,0.1,77.98913907284768,D,1.0,77.98913907284768,16,3
12849.0,4,209,2039.67,509.9175,0.0191387559808612,0.1,356.21031100478467,B,1.0,356.21031100478467,14,1
12853.0,5,245,1950.4,390.08,0.0204081632653061,0.1,290.56979591836733,C,1.0,290.56979591836733,11,4
12854.0,4,167,1669.52,417.38,0.0239520958083832,0.1,364.8950898203593,B,1.0,364.8950898203593,14,1
12855.0,4,29,612.84,153.21,0.1379310344827586,0.1,771.3331034482759,A,0.0,0.0,14,2
12857.0,4,247,2581.6,645.4,0.0161943319838056,0.1,381.4914979757085,B,1.0,381.4914979757085,14,0
12862.0,2,69,1008.32,504.16,0.0289855072463768,0.1,533.3866666666667,B,0.0,0.0,15,6
12863.0,5,210,2271.35,454.27,0.0238095238095238,0.1,394.7822619047619,B,1.0,394.7822619047619,13,3
12865.0,2,98,1755.24,877.62,0.0204081632653061,0.1,653.7373469387755,A,0.96,627.5878530612245,12,4
12866.0,2,28,668.23,334.115,0.0714285714285714,0.1,871.0855357142857,A,0.0,0.0,11,6
12867.0,6,325,3876.47,646.0783333333333,0.0184615384615384,0.1,435.3574,B,1.0,435.3574,15,6
12868.0,3,19,640.0,213.3333333333333,0.1578947368421052,0.1,1229.4736842105265,A,0.0,0.0,10,2
12870.0,3,248,1676.95,558.9833333333333,0.0120967741935483,0.1,246.8091733870968,C,1.0,246.8091733870968,13,0
12872.0,11,370,3085.52,280.5018181818182,0.0297297297297297,0.1,304.3823783783784,B,1.0,304.3823783783784,12,6
12873.0,2,284,1653.3,826.65,0.0070422535211267,0.1,212.4839788732394,C,1.0,212.4839788732394,11,6
12874.0,2,169,948.42,474.21,0.0118343195266272,0.1,204.83627218934907,C,1.0,204.83627218934907,12,3
12875.0,3,226,1013.76,337.92,0.0132743362831858,0.1,163.72672566371682,C,1.0,163.72672566371682,12,0
12876.0,2,195,1863.77,931.885,0.0102564102564102,0.1,348.85951282051286,B,1.0,348.85951282051286,12,2
12877.0,8,289,1419.4,177.425,0.0276816608996539,0.1,179.26678200692044,C,1.0,179.26678200692044,14,3
12880.0,2,192,640.13,320.065,0.0104166666666666,0.1,121.69138020833334,D,1.0,121.69138020833334,11,4
12889.0,4,121,385.46,96.365,0.0330578512396694,0.1,116.27512396694218,D,1.0,116.27512396694218,14,6
12891.0,8,201,509.5,63.6875,0.0398009950248756,0.1,92.52114427860695,D,1.0,92.52114427860695,13,3
12897.0,2,162,297.75,148.875,0.0123456790123456,0.1,67.08564814814814,D,1.0,67.08564814814814,11,0
12898.0,2,195,310.96000000000004,155.48000000000002,0.0102564102564102,0.1,58.20533333333334,D,1.0,58.20533333333334,12,3
12905.0,2,105,1018.42,509.21,0.019047619047619,0.1,354.02219047619053,B,1.0,354.02219047619053,14,1
12907.0,2,98,508.91,254.455,0.0204081632653061,0.1,189.54301020408164,C,1.0,189.54301020408164,14,0
12908.0,3,249,1026.0,342.0,0.0120481927710843,0.1,150.39759036144582,D,1.0,150.39759036144582,15,4
12909.0,3,228,924.52,308.17333333333335,0.0131578947368421,0.1,148.00429824561402,D,1.0,148.00429824561402,9,0
12910.0,5,241,2721.48,544.296,0.0207468879668049,0.1,412.1743568464731,B,1.0,412.1743568464731,13,6
12913.0,9,370,4217.2300000000005,468.5811111111112,0.0243243243243243,0.1,416.0240405405406,B,1.0,416.0240405405406,10,2
12915.0,3,216,811.1,270.3666666666667,0.0138888888888888,0.1,137.06087962962962,D,1.0,137.06087962962962,10,3
12916.0,3,242,1647.87,549.29,0.012396694214876,0.1,248.54237603305785,C,1.0,248.54237603305785,10,6
12917.0,5,330,3765.2,753.04,0.0151515151515151,0.1,416.4539393939394,B,1.0,416.4539393939394,13,0
12920.0,3,153,323.86,107.95333333333332,0.0196078431372549,0.1,77.26071895424838,D,1.0,77.26071895424838,12,0
12921.0,39,371,19333.95,495.7423076923077,0.105121293800539,0.1,1902.127156334232,A,1.0,1902.127156334232,10,4
12923.0,2,184,612.9,306.45,0.0108695652173913,0.1,121.58070652173912,D,1.0,121.58070652173912,14,3
12924.0,8,337,1535.7,191.9625,0.0237388724035608,0.1,166.32952522255198,C,1.0,166.32952522255198,13,2
12926.0,4,314,1548.46,387.115,0.0127388535031847,0.1,179.99614649681533,C,1.0,179.99614649681533,15,4
12928.0,7,171,2242.19,320.3128571428571,0.0409356725146198,0.1,478.5961111111111,B,1.0,478.5961111111111,15,4
12931.0,42,357,50291.38,1197.4138095238095,0.1176470588235294,0.1,5141.835770308124,A,1.0,5141.835770308124,8,3
12932.0,8,128,1698.56,212.32,0.0625,0.1,484.355,B,1.0,484.355,8,2
