Customer ID,Hour,Weekday,BehaviorCluster
12440.0,12.34375,1,2
12441.0,10.0,2,2
12443.0,15.0,0,0
12445.0,12.0,4,1
12449.0,9.3,0,2
12450.0,13.827586206896552,4,1
12451.0,12.878980891719745,0,0
12454.0,12.84,1,0
12455.0,12.481751824817518,4,1
12457.0,17.0,3,0
12458.0,10.565217391304348,4,2
12459.0,14.0,1,0
12460.0,13.0,3,0
12466.0,16.0,1,0
12467.0,15.0,1,0
12468.0,10.0,4,2
12469.0,11.736842105263158,0,2
12470.0,11.0,1,2
12471.0,11.821270310192023,0,2
12472.0,11.858391608391608,0,2
12474.0,12.465034965034965,4,1
12475.0,8.0,1,2
12476.0,11.307420494699647,1,2
12477.0,10.655303030303031,4,1
12480.0,13.090909090909092,4,1
12481.0,11.879310344827585,6,1
12482.0,13.093137254901961,2,0
12483.0,11.640625,2,2
12484.0,14.682170542635658,2,0
12485.0,15.0,0,0
12486.0,12.0,0,2
12487.0,11.0,2,2
12490.0,12.668202764976959,1,2
12492.0,14.0,0,0
12494.0,12.176470588235293,2,2
12495.0,10.0,1,2
12496.0,13.076923076923077,0,0
12497.0,10.813953488372093,3,2
12499.0,15.0,4,0
12500.0,12.611764705882353,3,2
12503.0,13.0,1,0
12504.0,12.272727272727273,3,2
12505.0,9.0,2,2
12507.0,9.0,1,2
12510.0,13.866071428571429,4,1
12511.0,10.0,3,2
12514.0,12.0,0,2
12516.0,11.604166666666666,0,2
12519.0,8.0,4,2
12523.0,11.840277777777779,3,2
12524.0,11.6875,0,2
12525.0,13.733333333333333,1,0
12527.0,14.785714285714286,0,0
12529.0,13.0,1,0
12530.0,12.065217391304348,0,2
12531.0,14.0,4,1
12533.0,10.61111111111111,1,2
12537.0,8.0,2,2
12538.0,13.0,4,1
12539.0,12.584415584415584,2,2
12540.0,11.68259385665529,2,2
12542.0,17.076923076923077,1,0
12543.0,15.0,4,0
12547.0,13.0,1,0
12549.0,11.489795918367347,0,2
12553.0,12.53191489361702,1,2
12554.0,12.0,4,1
12555.0,16.0,1,0
12557.0,11.0,6,1
12562.0,11.051282051282051,3,2
12563.0,9.0,2,2
12567.0,10.186528497409327,6,1
12568.0,9.0,4,2
12570.0,17.0,1,0
12573.0,13.395604395604396,1,0
12575.0,10.578947368421053,3,2
12576.0,12.62962962962963,3,2
12577.0,13.264516129032257,1,0
12578.0,12.96551724137931,2,0
12580.0,11.0,2,2
12582.0,9.345679012345679,1,2
12583.0,11.351598173515981,3,2
12586.0,10.313253012048193,1,2
12588.0,12.0,4,1
12589.0,10.703448275862069,3,2
12591.0,10.465116279069768,2,2
12592.0,14.0,3,0
12594.0,12.17283950617284,1,2
12595.0,9.0,4,2
12598.0,11.554054054054054,0,2
12599.0,11.859154929577464,1,2
12600.0,11.294117647058824,1,2
12601.0,10.0,6,1
12605.0,14.736842105263158,1,0
12606.0,16.0,1,0
12608.0,10.0,6,1
12609.0,12.043478260869565,3,2
12613.0,13.540229885057471,0,0
12615.0,12.454545454545455,4,1
12616.0,11.0,1,2
12619.0,12.0,4,1
12621.0,12.112211221122113,3,2
12623.0,10.548387096774194,1,2
12625.0,13.43298969072165,6,1
12629.0,12.11111111111111,4,1
12631.0,13.460526315789474,2,0
12632.0,9.0,2,2
12633.0,10.804878048780488,4,1
12634.0,14.75,2,0
12635.0,11.85897435897436,3,2
12636.0,9.0,1,2
12637.0,13.918367346938776,3,0
12638.0,10.0,2,2
12639.0,10.928571428571429,4,1
12643.0,14.178571428571429,2,0
12644.0,11.85,3,2
12645.0,11.540229885057471,2,2
12647.0,11.445221445221446,4,1
12648.0,11.840909090909092,1,2
12649.0,11.413793103448276,1,2
12651.0,12.047619047619047,4,1
12652.0,15.0,4,0
12653.0,9.0,3,2
12655.0,9.0,1,2
12656.0,10.115702479338843,2,2
12661.0,16.0,2,0
12662.0,12.267045454545455,3,2
12663.0,12.5,1,2
12664.0,11.5,1,2
12665.0,13.285714285714286,0,0
12666.0,16.0,2,0
12668.0,13.312169312169312,6,1
12670.0,10.0,4,2
12671.0,16.0,0,0
12672.0,9.0,4,2
12673.0,10.0,2,2
12675.0,15.938053097345133,0,0
12676.0,12.709677419354838,6,1
12677.0,13.571428571428571,2,0
12678.0,11.658767772511847,3,2
12681.0,12.295042321644498,2,2
12682.0,11.873540856031129,1,2
12683.0,12.34010152284264,3,2
12686.0,9.0,4,2
12687.0,12.0,0,2
12691.0,12.0,4,1
12692.0,14.0,4,1
12693.0,13.45,0,0
12694.0,19.0,3,0
12695.0,13.625,4,1
12696.0,10.0,4,2
12698.0,15.0,2,0
12699.0,12.0,0,2
12701.0,11.5,1,2
12703.0,11.716981132075471,6,1
12705.0,12.486792452830189,3,2
12708.0,12.588235294117647,4,1
12709.0,13.321917808219178,2,0
12711.0,11.0,2,2
12712.0,12.44055944055944,4,1
12714.0,14.098398169336384,4,1
12717.0,14.0,2,0
12720.0,12.490322580645161,2,2
12721.0,12.846153846153847,2,0
12724.0,13.460526315789474,1,0
12725.0,12.5,1,2
12726.0,15.054545454545455,0,0
12727.0,9.203125,3,2
12728.0,11.0,6,1
12730.0,12.0,1,2
12731.0,12.445378151260504,3,2
12733.0,13.555555555555555,1,0
12734.0,11.666666666666666,1,2
12737.0,12.0,3,2
12738.0,18.0,3,0
12739.0,13.803921568627452,2,0
12741.0,15.875,3,0
12742.0,12.0,2,2
12744.0,11.846153846153847,0,2
12745.0,12.869565217391305,1,0
12746.0,10.0,3,2
12747.0,12.909090909090908,6,1
12748.0,13.678313710596278,6,1
12749.0,14.007194244604317,6,1
12751.0,12.0,1,2
12755.0,10.083333333333334,1,2
12758.0,12.287037037037036,2,2
12759.0,11.88888888888889,0,2
12760.0,8.0,4,2
12761.0,10.074074074074074,2,2
12763.0,15.0,6,1
12765.0,12.544117647058824,3,2
12766.0,11.179310344827586,3,2
12767.0,9.0,0,2
12768.0,12.0,2,2
12770.0,11.0,3,2
12771.0,11.0,2,2
12773.0,17.0,0,0
12774.0,10.0,1,2
12775.0,14.4,1,0
12776.0,12.0,2,2
12777.0,11.0,2,2
12778.0,9.984375,4,2
12779.0,12.5390625,3,2
12780.0,9.0,1,2
12782.0,11.766129032258064,3,2
12784.0,13.0,0,0
12785.0,12.452380952380953,1,2
12786.0,12.0,4,1
12787.0,14.0,4,1
12788.0,13.5,3,0
12789.0,12.0,3,2
12790.0,13.0,0,0
12791.0,13.678571428571429,4,1
12792.0,10.0,2,2
12793.0,13.518518518518519,2,0
12796.0,15.0,6,1
12797.0,11.133333333333333,0,2
12798.0,12.0,3,2
12799.0,15.0,0,0
12800.0,11.941176470588236,0,2
12801.0,9.0,1,2
12802.0,11.4070796460177,1,2
12803.0,14.0,3,0
12804.0,12.343283582089553,1,2
12805.0,12.051724137931034,1,2
12806.0,11.35820895522388,4,1
12807.0,14.0,6,1
12808.0,11.884615384615385,4,1
12809.0,12.821428571428571,1,0
12810.0,9.6875,2,2
12811.0,10.68,4,1
12813.0,11.644444444444444,0,2
12817.0,8.0,4,2
12819.0,15.0,1,0
12820.0,10.7,1,2
12821.0,15.0,2,0
12823.0,13.384615384615385,3,0
12825.0,11.75,1,2
12826.0,12.266666666666667,4,1
12829.0,15.0,0,0
12831.0,15.307692307692308,3,0
12835.0,12.658064516129032,3,2
12836.0,14.719665271966527,1,0
12837.0,15.0,2,0
12838.0,12.46,2,2
12839.0,11.870229007633588,4,1
12840.0,14.952380952380953,1,0
12841.0,11.634751773049645,6,1
12842.0,9.571428571428571,6,1
12843.0,12.169491525423728,6,1
12844.0,13.941176470588236,3,0
12846.0,16.0,1,0
12847.0,12.0,2,2
12848.0,12.0,1,2
12849.0,12.690721649484535,1,2
12850.0,12.0,0,2
12851.0,15.0,3,0
12853.0,11.542857142857143,4,1
12854.0,13.806451612903226,1,0
12855.0,14.73134328358209,2,0
12857.0,15.32,0,0
12858.0,12.0,6,1
12859.0,12.0,1,2
12860.0,15.0,4,0
12861.0,11.0,1,2
12862.0,13.25563909774436,6,1
12863.0,13.372093023255815,3,0
12864.0,17.0,0,0
12865.0,13.14,4,1
12866.0,12.837837837837839,6,1
12867.0,15.085714285714285,6,1
12868.0,10.615384615384615,2,2
12869.0,12.0,2,2
12870.0,13.376344086021506,0,0
12871.0,10.0,6,1
12872.0,13.521621621621621,6,1
12873.0,10.096774193548388,6,1
12874.0,13.375,3,0
12875.0,13.0,0,0
12876.0,12.376470588235295,2,2
12877.0,13.024390243902438,3,0
12880.0,10.583333333333334,4,2
12887.0,11.0,6,1
12889.0,13.04,6,1
12890.0,14.0,2,0
12891.0,13.125,3,0
12892.0,9.0,0,2
12894.0,14.0,3,0
12897.0,11.8,0,2
12898.0,11.875,3,2
12899.0,9.0,4,2
12900.0,15.0,2,0
12903.0,12.0,3,2
12905.0,12.296296296296296,1,2
12907.0,13.44,0,0
12908.0,12.666666666666666,2,2
12909.0,11.208955223880597,0,2
12910.0,13.741935483870968,6,1
12911.0,12.0,6,1
12913.0,11.76086956521739,2,2
12914.0,12.0,3,2
12915.0,12.803921568627452,3,0
12916.0,10.402597402597403,6,1
12917.0,13.4375,0,0
12918.0,15.0,1,0
12920.0,12.65625,0,2
12921.0,12.932432432432432,4,1
12923.0,13.515151515151516,3,0
12924.0,13.159090909090908,2,0
12925.0,10.0,0,2
12926.0,14.678832116788321,4,0
12927.0,10.0,2,2
12928.0,13.4,4,1
12931.0,11.036764705882353,3,2
12932.0,11.16842105263158,2,2
12933.0,13.636842105263158,3,0
12934.0,10.0,3,2
12935.0,12.176,4,1
12937.0,14.443298969072165,3,0
12939.0,11.256410256410257,3,2
12941.0,13.0,1,0
12942.0,9.0,3,2
12943.0,11.4,1,2
12945.0,15.0,6,1
12946.0,10.0,2,2
12947.0,16.0,2,0
12948.0,11.666666666666666,2,2
12949.0,11.482,3,2
12951.0,13.564885496183207,3,0
12953.0,13.0,0,0
12954.0,10.0,3,2
12956.0,11.652173913043478,2,2
12957.0,11.253968253968255,3,2
12958.0,16.0,3,0
12959.0,17.0,3,0
12960.0,11.628571428571428,1,2
12961.0,16.0,3,0
12963.0,13.536842105263158,3,0
12964.0,17.0,1,0
12967.0,10.508196721311476,6,1
12969.0,10.0,4,2
12970.0,13.202586206896552,2,0
12971.0,13.658333333333333,1,0
12972.0,11.987012987012987,1,2
12973.0,10.0,4,2
12974.0,11.0,6,1
12975.0,10.098214285714286,2,2
12976.0,12.901515151515152,4,1
12977.0,14.08,4,1
12978.0,12.355828220858896,3,2
12979.0,15.0,3,0
12980.0,12.1875,2,2
12982.0,12.953333333333333,0,0
12983.0,12.0,1,2
12986.0,11.294117647058824,0,2
12987.0,12.157894736842104,2,2
12989.0,11.696969696969697,3,2
12990.0,11.357142857142858,2,2
12991.0,13.0,0,0
12992.0,16.0,0,0
12993.0,13.36734693877551,3,0
12996.0,9.0,0,2
12997.0,13.895833333333334,0,0
12998.0,12.810344827586206,2,0
13000.0,17.0,0,0
13001.0,13.379912663755459,3,0
13002.0,11.25,4,1
13004.0,12.250608272506083,0,2
13005.0,11.566666666666666,2,2
13007.0,10.0,6,1
13008.0,13.142857142857142,2,0
13009.0,12.0,4,1
13010.0,13.0,0,0
13011.0,17.0,3,0
13012.0,12.4,2,2
13013.0,11.653731343283582,4,1
13014.0,11.0,6,1
13015.0,13.040462427745664,0,0
13018.0,11.482758620689655,0,2
13019.0,13.618181818181819,3,0
13020.0,10.282051282051283,3,2
13021.0,12.373015873015873,4,1
13022.0,10.0,2,2
13023.0,9.0,1,2
13024.0,11.419354838709678,3,2
13025.0,10.0,1,2
13026.0,12.5,6,1
13027.0,11.7,1,2
13029.0,10.857142857142858,6,1
13030.0,14.0,0,0
13031.0,14.85977011494253,3,0
13032.0,13.24822695035461,6,1
13033.0,9.0,2,2
13034.0,14.38888888888889,6,1
13035.0,15.0,0,0
13036.0,11.0,6,1
13037.0,11.58695652173913,4,1
13039.0,15.345454545454546,1,0
13041.0,11.057142857142857,2,2
13042.0,14.457286432160805,1,0
13044.0,13.471502590673575,6,1
13045.0,12.592592592592593,1,2
13046.0,13.0,3,0
13047.0,11.798206278026905,3,2
13048.0,12.075757575757576,2,2
13049.0,14.666666666666666,2,0
13050.0,12.830033003300331,6,1
13051.0,9.5,0,2
13052.0,13.46808510638298,1,0
13053.0,11.0,6,1
13055.0,8.0,2,2
13056.0,14.0,6,1
13057.0,12.463414634146341,3,2
13059.0,12.835051546391753,2,0
13063.0,12.0,0,2
13064.0,13.12,0,0
13065.0,12.887096774193548,2,0
13067.0,12.705882352941176,6,1
13069.0,13.208393632416787,0,0
13070.0,12.0,0,2
13071.0,13.0,1,0
13073.0,10.11111111111111,1,2
13074.0,11.586206896551724,2,2
13076.0,10.0,2,2
13077.0,15.851063829787234,3,0
13078.0,12.43566591422122,1,2
13079.0,14.0,0,0
13080.0,12.538461538461538,3,2
13081.0,11.84812030075188,3,2
13082.0,12.178571428571429,0,2
13083.0,13.0,6,1
13084.0,8.0,3,2
13085.0,10.629032258064516,4,1
13086.0,10.0,0,2
13087.0,15.0,6,1
13088.0,15.0,0,0
13089.0,12.569300518134716,1,2
13090.0,12.375,0,2
13091.0,11.958333333333334,3,2
13092.0,13.2375,3,0
13093.0,12.185185185185185,0,2
13094.0,12.5,0,2
13096.0,14.0,2,0
13097.0,12.178451178451178,2,2
13101.0,15.488372093023257,2,0
13102.0,12.26595744680851,3,2
13103.0,11.72,1,2
13104.0,13.0,2,0
13105.0,13.0,2,0
13106.0,13.0,4,1
13107.0,10.233333333333333,3,2
13108.0,15.0,3,0
13109.0,12.0,6,1
13110.0,14.457943925233645,1,0
13111.0,9.0,0,2
13112.0,17.0,2,0
13113.0,14.020833333333334,6,1
13114.0,9.0,2,2
13115.0,12.190721649484535,0,2
13117.0,11.642857142857142,3,2
13118.0,13.057971014492754,6,1
13119.0,8.0,1,2
13123.0,11.555555555555555,0,2
13124.0,15.0,4,0
13125.0,11.0,6,1
13126.0,12.441441441441441,2,2
13128.0,15.0,3,0
13129.0,12.272727272727273,0,2
13131.0,10.885714285714286,1,2
13133.0,15.0,0,0
13134.0,13.0,1,0
13135.0,17.0,3,0
13136.0,12.574468085106384,6,1
13137.0,13.461329715061058,6,1
13138.0,12.555555555555555,0,2
13139.0,9.0,1,2
13140.0,16.842105263157894,3,0
13141.0,13.324137931034484,1,0
13143.0,12.0,1,2
13144.0,14.0,0,0
13145.0,13.75,0,0
13148.0,14.075949367088608,0,0
13150.0,10.875,3,2
13151.0,9.872549019607844,0,2
13152.0,12.940740740740742,6,1
13154.0,12.838709677419354,1,0
13155.0,11.734177215189874,0,2
13156.0,13.73076923076923,0,0
13157.0,11.987804878048781,4,1
13158.0,17.0,1,0
13161.0,12.0,1,2
13162.0,11.459119496855346,1,2
13163.0,16.0,3,0
13164.0,11.6,2,2
13165.0,17.0,4,0
13166.0,14.0,3,0
13167.0,12.0,6,1
13168.0,15.0,1,0
13169.0,15.0,2,0
13172.0,15.0,3,0
13173.0,14.053140096618357,3,0
13174.0,14.93276283618582,4,0
13175.0,12.565217391304348,3,2
13177.0,10.0,1,2
13178.0,12.40047393364929,1,2
13179.0,11.0,2,2
13180.0,13.0,6,1
13181.0,15.0,1,0
13183.0,12.048387096774194,2,2
13187.0,17.37037037037037,3,0
13190.0,13.058823529411764,6,1
13191.0,17.0,4,0
13192.0,8.93939393939394,1,2
13194.0,11.0,3,2
13195.0,13.0,3,0
13196.0,13.320512820512821,2,0
13197.0,9.0,4,2
13198.0,13.454545454545455,4,1
13199.0,12.079545454545455,2,2
13201.0,13.125,0,0
13202.0,12.36231884057971,1,2
13203.0,12.589285714285714,3,2
13204.0,14.0,1,0
13205.0,16.0,2,0
13206.0,13.089500860585199,0,0
13207.0,15.8,1,0
13208.0,17.676190476190477,3,0
13209.0,12.577777777777778,6,1
13211.0,13.72,6,1
13213.0,14.070175438596491,3,0
13214.0,14.31004366812227,2,0
13215.0,18.0,1,0
13217.0,12.0,0,2
13219.0,14.0,2,0
13220.0,10.0,3,2
13222.0,13.0,1,0
13223.0,11.375,6,1
13225.0,11.623655913978494,0,2
13226.0,13.0,3,0
13230.0,16.307692307692307,6,1
13233.0,12.545454545454545,3,2
13234.0,11.793650793650794,0,2
13237.0,10.0,2,2
13238.0,13.125,1,0
13239.0,11.791666666666666,3,2
13240.0,12.786585365853659,6,1
13241.0,11.0,6,1
13242.0,11.954545454545455,6,1
13243.0,13.0,3,0
13245.0,14.0,6,1
13246.0,13.11344537815126,4,1
13249.0,11.5,2,2
13250.0,13.7,6,1
13251.0,13.0,1,0
13252.0,10.631578947368421,2,2
13253.0,12.35897435897436,1,2
13254.0,15.0,6,1
13255.0,12.368421052631579,3,2
13257.0,14.0,2,0
13258.0,11.0,3,2
13259.0,10.628691983122362,6,1
13262.0,12.0,6,1
13263.0,15.835390946502057,4,0
13264.0,12.0,3,2
13266.0,11.508333333333333,2,2
13267.0,11.646511627906976,2,2
13269.0,12.136612021857923,3,2
13270.0,14.0,2,0
13274.0,13.0,1,0
13275.0,13.84,2,0
13276.0,14.182648401826484,6,1
13277.0,11.866666666666667,4,1
13278.0,11.0,3,2
13280.0,14.328,3,0
13281.0,16.0,6,1
13282.0,14.0,4,1
13283.0,13.307692307692308,4,1
13285.0,13.477272727272727,6,1
13286.0,15.0,6,1
13287.0,13.018867924528301,3,0
13288.0,14.4,2,0
13289.0,11.0,2,2
13290.0,16.0,0,0
13291.0,17.807692307692307,3,0
13292.0,13.5,3,0
13293.0,12.347222222222221,1,2
13294.0,12.0,2,2
13295.0,11.298245614035087,6,1
13296.0,10.75,1,2
13297.0,10.421875,1,2
13299.0,10.368421052631579,1,2
13300.0,16.02857142857143,1,0
13302.0,12.0,3,2
13303.0,14.0,3,0
13304.0,11.543859649122806,4,1
13305.0,13.968,2,0
13306.0,14.0,1,0
13307.0,12.928571428571429,0,0
13308.0,9.0,3,2
13309.0,12.0,4,1
13310.0,13.173913043478262,1,0
13312.0,14.0,1,0
13313.0,13.174311926605505,0,0
13315.0,15.0,1,0
13316.0,12.284090909090908,4,1
13317.0,12.877272727272727,2,0
13319.0,12.730688935281837,2,2
13320.0,12.0,2,2
13324.0,12.035087719298245,1,2
13326.0,16.0,6,1
13327.0,12.923076923076923,4,1
13329.0,14.11111111111111,4,1
13330.0,11.63076923076923,1,2
13331.0,8.0,2,2
13333.0,9.436363636363636,2,2
13334.0,12.55188679245283,0,2
13337.0,13.0,4,1
13338.0,11.146788990825687,1,2
13340.0,12.123456790123457,0,2
13346.0,13.5,2,0
13357.0,14.0,0,0
13359.0,15.0,0,0
13360.0,12.954545454545455,0,0
13361.0,9.058823529411764,3,2
13362.0,13.174242424242424,6,1
13363.0,11.0,1,2
13367.0,10.0,0,2
13368.0,9.956521739130435,1,2
13369.0,11.0,3,2
13370.0,10.0,4,2
13371.0,15.608695652173912,2,0
13373.0,12.66,6,1
13374.0,10.0,3,2
13375.0,8.0,1,2
13377.0,11.076923076923077,0,2
13380.0,10.0,6,1
13381.0,11.380434782608695,1,2
13382.0,9.140845070422536,3,2
13383.0,11.0,0,2
13384.0,13.223214285714286,1,0
13386.0,12.580645161290322,1,2
13387.0,14.0,0,0
13388.0,10.0,3,2
13392.0,13.0,6,1
13393.0,10.217391304347826,0,2
13394.0,12.771653543307087,3,0
13395.0,13.516666666666667,3,0
13397.0,12.313725490196079,1,2
13398.0,9.0,4,2
13399.0,13.8,3,0
13400.0,9.0,3,2
13402.0,11.421052631578947,3,2
13403.0,12.0,2,2
13405.0,13.6875,2,0
13406.0,12.444444444444445,4,1
13407.0,12.776470588235295,1,2
13408.0,11.751381215469614,0,2
13410.0,14.136363636363637,1,0
13412.0,16.0,0,0
13413.0,12.744186046511627,2,2
13414.0,15.709677419354838,3,0
13415.0,14.086538461538462,4,1
13416.0,13.0,3,0
13417.0,11.795918367346939,0,2
13418.0,11.888030888030888,2,2
13421.0,15.845238095238095,6,1
13423.0,9.0,3,2
13424.0,10.0,3,2
13425.0,13.06,6,1
13426.0,12.306451612903226,2,2
13427.0,10.652173913043478,3,2
13428.0,13.0,1,0
13431.0,12.265060240963855,0,2
13432.0,13.342342342342342,0,0
13433.0,13.291666666666666,3,0
13434.0,11.64,0,2
13435.0,13.882352941176471,6,1
13438.0,18.0,3,0
13439.0,14.548672566371682,1,0
13440.0,11.101694915254237,1,2
13441.0,10.0,0,2
13442.0,14.473684210526315,1,0
13443.0,13.882352941176471,3,0
13444.0,13.224137931034482,1,0
13445.0,15.0,1,0
13446.0,11.802083333333334,3,2
13448.0,10.878787878787879,3,2
13450.0,13.592105263157896,3,0
13451.0,15.762938230383973,6,1
13452.0,9.0,1,2
13453.0,13.0,1,0
13454.0,14.0,0,0
13455.0,12.775510204081632,2,0
13457.0,10.666666666666666,2,2
13458.0,14.37864077669903,1,0
13459.0,11.643835616438356,1,2
13461.0,14.514285714285714,2,0
13462.0,9.935483870967742,0,2
13464.0,12.145454545454545,2,2
13465.0,15.0,6,1
13466.0,11.31578947368421,6,1
13468.0,13.300469483568076,1,0
13469.0,15.0,2,0
13472.0,9.0,2,2
13473.0,13.73469387755102,1,0
13474.0,13.696969696969697,6,1
13476.0,9.125,4,2
13477.0,11.20253164556962,0,2
13478.0,13.968,2,0
13479.0,15.289473684210526,3,0
13480.0,11.75609756097561,4,1
13481.0,10.217391304347826,1,2
13482.0,10.0,0,2
13484.0,12.290322580645162,6,1
13485.0,13.385185185185184,1,0
13487.0,10.0,3,2
13488.0,11.536423841059603,0,2
13490.0,14.0,1,0
13491.0,12.021978021978022,2,2
13495.0,13.383838383838384,0,0
13497.0,11.479166666666666,0,2
13498.0,15.0,2,0
13500.0,13.0,2,0
13501.0,13.0,1,0
13502.0,10.0,2,2
13503.0,12.480662983425415,1,2
13506.0,13.166666666666666,6,1
13508.0,11.0,6,1
13509.0,12.0,1,2
13510.0,12.580459770114942,0,2
13511.0,12.0,0,2
13512.0,12.083333333333334,2,2
13513.0,16.0,4,0
13514.0,13.176470588235293,1,0
13515.0,13.352941176470589,3,0
13516.0,8.0,0,2
13519.0,11.0,3,2
13520.0,11.642857142857142,3,2
13523.0,14.0,2,0
13526.0,12.318181818181818,1,2
13527.0,12.0,6,1
13530.0,14.0,0,0
13531.0,13.132352941176471,3,0
13534.0,12.208333333333334,2,2
13535.0,11.0,1,2
13537.0,10.761904761904763,1,2
13538.0,13.3109243697479,0,0
13539.0,12.857142857142858,1,0
13540.0,10.875,0,2
13541.0,16.0,4,0
13542.0,13.359050445103858,6,1
13543.0,13.446808510638299,0,0
13544.0,11.005847953216374,6,1
13545.0,11.0,6,1
13546.0,17.0,0,0
13547.0,14.0,2,0
13548.0,13.0,2,0
13549.0,12.0,2,2
13550.0,15.0,6,1
13551.0,15.0,3,0
13552.0,12.202020202020202,4,1
13553.0,12.0,2,2
13554.0,14.386934673366834,2,0
13555.0,11.579335793357934,1,2
13556.0,11.333333333333334,3,2
13557.0,12.26027397260274,4,1
13559.0,10.0,0,2
13561.0,12.680365296803654,6,1
13562.0,13.210526315789474,2,0
13564.0,13.897306397306398,3,0
13565.0,15.0,6,1
13566.0,12.0,6,1
13567.0,12.600985221674877,2,2
13569.0,12.496124031007753,1,2
13571.0,13.408955223880596,2,0
13573.0,14.88888888888889,3,0
13574.0,13.0,6,1
13576.0,14.07843137254902,2,0
13577.0,13.352941176470589,3,0
13578.0,13.0,1,0
13579.0,12.402985074626866,3,2
13580.0,15.0,4,0
13581.0,16.0,3,0
13582.0,11.0,0,2
13583.0,13.0,4,1
13584.0,12.915254237288135,3,0
13585.0,14.102564102564102,0,0
13586.0,13.0,2,0
13587.0,13.0,3,0
13589.0,12.193548387096774,6,1
13590.0,11.910216718266254,2,2
13591.0,13.046511627906977,3,0
13593.0,12.929078014184396,2,0
13594.0,10.0,2,2
13595.0,13.06578947368421,2,0
13597.0,9.294117647058824,1,2
13598.0,12.033898305084746,6,1
13599.0,12.815950920245399,1,2
13600.0,17.0,0,0
13601.0,15.0,4,0
13602.0,11.228571428571428,3,2
13604.0,12.0,4,1
13605.0,16.358490566037737,2,0
13607.0,11.0,1,2
13608.0,12.0,3,2
13609.0,13.0,6,1
13610.0,14.23157894736842,2,0
13611.0,12.154838709677419,0,2
13612.0,12.0,2,2
13613.0,11.508474576271187,0,2
13614.0,12.628571428571428,6,1
13615.0,13.401162790697674,4,1
13616.0,13.18918918918919,6,1
13617.0,13.428571428571429,6,1
13619.0,12.408163265306122,6,1
13620.0,15.0,1,0
13622.0,13.0,1,0
13623.0,13.033175355450236,2,0
13624.0,13.0,1,0
13625.0,10.0,3,2
13626.0,16.0,3,0
13627.0,14.0,6,1
13628.0,14.0,0,0
13629.0,12.392857142857142,2,2
13632.0,12.306666666666667,2,2
13634.0,13.255725190839694,6,1
13635.0,10.11,3,2
13639.0,10.0,2,2
13640.0,15.0,2,0
13641.0,11.318181818181818,2,2
13642.0,12.0,6,1
13643.0,13.486486486486486,1,0
13646.0,12.0,4,1
13647.0,10.59016393442623,0,2
13648.0,12.40566037735849,2,2
13649.0,14.776699029126213,6,1
13650.0,11.381578947368421,1,2
13651.0,9.0,1,2
13652.0,13.9375,3,0
13653.0,8.0,0,2
13654.0,12.07361963190184,6,1
13655.0,10.603174603174603,1,2
13656.0,10.842105263157896,2,2
13658.0,13.930232558139535,4,1
13659.0,12.035087719298245,3,2
13660.0,16.0,3,0
13661.0,14.0,3,0
13662.0,10.464285714285714,4,2
13663.0,12.546511627906977,2,2
13665.0,13.349056603773585,4,1
13666.0,13.571428571428571,4,1
13668.0,12.476666666666667,3,2
13669.0,15.0,3,0
13671.0,10.0,2,2
13672.0,11.0,2,2
13674.0,10.0,6,1
